word,clue,is_technical_word,is_common_english,is_plural,categories,obscure
ACTINOMORPHOUS,"A geological term describing rocks with irregular or non-uniform shapes, like a mosaic.",True,False,False,"geology,mineralogy,rock_types",True
ACTINOMYXIDIIDA,"A fungal disease that's not so fun, causing illness in those it affects.",True,False,False,"diseases,mycology,bacteria",True
ACTINOSPHAERIUM,"A rare, one-celled organism found in hot springs",True,False,False,"microbiology,organisms,cellular,biochemistry",True
ACTION,"It's what you take on a stage or screen, but also something you do in real life.",False,True,False,"verb,noun,movie,television,drama,comedy,play,theater,production,sport,game",True
ACTIPYLEA,"In rare cases, a type of plant that grows in extreme environments",True,False,True,"botany,specialized,nontechnical_plant_terms",True
ACTIVITIES,"It's what you do on a fun-filled day, but not something you eat in the afternoon tea.",False,True,True,"singular,noun,plural,noun,hobbies,recreation,outdoor,indoor,social,cultural,educational,family,enjoyment",True
ACTRESSY,"Like a role performed on stage or screen by a female actor, but not always taken",False,True,False,"entertainment,gender,occupations,arts,language",True
ACTUALS,"In financial news, what data provides an accurate picture of a company's performance",False,True,True,"finance,economics,business,investing,journalism,numbers,statistics",True
ACUAESTHESIA,A rare anesthesia technique that uses water as the anesthetic agent,True,False,False,"medicines,medical-terms,anesthesia,specialized-fields",True
ACULEATED,"Painfully acquired knowledge, as if stung by wasps",True,False,False,"insects,knowledge,learning,pain,science",True
ACUPUNCTURATION,A procedure involving needles that's not quite right but has a specific aim.,False,True,False,"health,medicine,treatment,procedure,body,pain,recovery",True
ACUTE,What's sharp at the end of a doctor's observation,False,True,False,"adjectives,medical,sensory",True
ACXOYATL,"A neurotransmitter that begins with A and ends with L, crucial in the nervous system.",True,False,False,"neurotransmitters,chemistry,biochemistry,pharmacology,medicine,biology",True
ACYLOIN,"A chemical messenger in nerve cells, starting with an acetyl group and choline.",True,False,False,"neurochemistry,biology,neurotransmitters,molecules,chemicals",True
ADAGIETTO,"A small Italian village, known for its hidden gem",False,False,False,"geographical,itally,villages,europe",True
ADAMANTINOMA,What's this rare and unyielding tumor's secret,True,False,False,"health,medical,tumors,diseases",True
ADAMITICAL,Like a mystery novel that's been shredded into tiny pieces,False,False,True,"sciences,esoterica,rare_words",True
ADAPTATIONAL,What's unique about a character's abilities when they jump from page to screen,True,False,False,"fiction,screen-to-page,pop_culture",True
ADAPTORS,Circuit components that change voltage and current,True,False,True,"electronics,circuits,voltage,electricity,current",True
ADAY,"I'm a unique way to express something in a day, but I'm not AHEAD. I might relate to ART or DESIGN.",False,True,False,"dates,times,jargon,clock,calendar,nouns,singular",True
ADDENDS,"What follows behind, not in front",False,True,False,"grammar,parts of speech,language,words,verb forms",True
ADDICTION,"An overpowering habit that's hard to quit, often leading to negative consequences",False,True,False,"psychology,social issues,health,morality,abuse,self-destruction,vices",True
ADDITIMENT,"A substance that sticks things together, like glue or tape",False,True,False,"substance,type,material",True
ADDLED,"Confused mentally, like a scrambled egg",False,True,False,"mental,state,synonym,puzzle,slang",True
ADDOSSED,"Having an additional layer of meaning or complexity, like a second skin on words",True,False,False,"psychology,literary,technology",True
ADDUCEABLE,What makes a strong argument,False,True,False,"logic,argumentation,rhetoric,speech,persuasion",True
ADDULCE,"A sweet and savory dish, but not always found in a kitchen.",False,False,True,"dishes,food,cuisine",True
ADELEIDAE,"A family of prehistoric birds, once ruling the skies",True,False,False,"paleontology,birds,evolution,prehistoric,extinct",True
ADELPHOGAMY,What type of plant reproduces asexually through cloning,True,False,False,"botany,biology,science,plants",True
ADENECTOPIA,A rare condition without glands and lymph nodes,True,False,False,"medical,diseases,anatomy,surgeries",True
ADENOCELE,"A growth with gland-like characteristics, often seen in medical exams",True,False,False,"anatomy,medical,surveillance",True
ADENOIDECTOMIES,"Surgeries to remove enlarged tonsils, plural and technical term",True,False,True,"surgeries,musculoskeletal,specialized_medicine,medical_procedures",True
ADENOMYOMA,"A rare, benign tumor containing glandular and muscular tissue",True,False,False,"medical,tumors,pathology,scientific,obscure",True
ADENOSARCOMATA,"It's a type of cancer that starts in the body's cells, but you may need a microscope to see it.",True,False,False,"medical,cancer,tumors,cells,oncology",True
ADENYL,A nucleotide base found in DNA and RNA,True,False,False,"science,biology,chemistry,nucleotides,dna,rna",True
ADEPTS,"Masterminds of their craft, rarely seen in casual settings",False,True,False,"professions,experts,skilled_people,arts,culture",True
ADEVISM,"I'm a rare and technical term meaning disbelief or skepticism in a given subject, not common belief.",True,False,False,"philosophy,skepticism,unbelief,atheism,agnosticism",True
ADHARMA,What's considered wrong or evil in Hindu and Buddhist teachings,True,False,False,"religion,ethics,morality,Hinduism,Buddhism",True
ADHESIONS,What binds together,True,False,True,"anatomy,biochemistry,biology,music,surgery",True
ADIACTINIC,"I change without external influence, like a process in thermodynamics.",True,False,False,"physics,chemistry,thermodynamics,processes,scientific,jargon",True
ADIAPHORISTIC,A term that describes something of no consequence or importance.,True,False,False,"philosophical,legal,academic,rare_words,scholarly,jargon",True
ADIEL,"An unusual name from the Old Testament, first appearing in a list with seven others.",False,True,False,"names,religion,Bible",True
ADIPHENINE,A compound found in fat that may cause skin irritation.,True,False,False,"chemistry,organic compounds,synthetic substances,skin irritants",True
ADIPOMETER,A tool that measures... nothing,True,False,False,"scientific,measurement,instrument",True
ADIPSIC,"When blood sugar levels are abnormally low, what's a term for this condition",True,False,False,"medical,sugar levels,diseases,body functions",True
ADJECTITIOUS,What kind of word uses up all the adjectives,True,False,False,"grammar,parts_of_speech,vocabulary,language,linguistics",True
ADJOINT,A linear algebra term describing a matrix that makes another matrix invertible when multiplied,True,False,False,"mathematics,linear_algebra,matrices,multivariable_calculus,numerical_analysis",True
ADJUDICATED,A legal decision has been made and officially declared valid or invalid.,True,False,False,"legal,official,judicial,court,validity,rulings",True
ADJUNCTS,"Words added to a main word, like 'friends' to 'adventure'",False,True,True,"grammar,language,vocabulary,school,education,pop culture",True
ADJUSTER,A professional who straightens out problems or fixes things,False,True,False,"job,title,finance,insurance,repair,career",True
ADJUTANTS,"Mysterious figures aiding from afar, not commonly seen in daily life.",True,False,True,"military,science,esoteric",True
ADLUMIDIN,A substance found in adler's honey that helps prevent fermentation and aids in preserving honey.,True,False,False,"substances,bees,honey",True
ADMEDIAN,"In the middle of a body of water, this unique term starts with 'A' and ends with 'N'.",False,True,False,"geography,nautical,hydrology",True
ADMINISTERS,In charge of giving orders and directions,False,True,True,"verb,medical,nursing,education,management",True
ADMIRABLENESS,"What you might find in a thesaurus, but not in a sea captain's log",False,True,False,"abstract,noun,language,word,reference,book,education,vocabulary",True
ADMIRERS,What are people who greatly respect and appreciate someone or something called,False,True,True,"noun,people,relationships,social",True
ADMITTABLE,A characteristic that allows something to be accepted or acknowledged,False,True,False,"adjectives,logic,reasoning,critical thinking",True
ADMONISHED,Corrected with a sharp rebuke or lecture,False,True,False,"verb,language,communication,reprimand,criticism,education,school,youth",True
ADMOVE,A correction or modification made to something.,False,True,False,"grammar,editing,languages,typography,punctuation,proofreading,writing,tenses",True
ADNOMINAL,A technical term that's an adjective functioning as part of a noun phrase.,True,False,False,"grammar,parts_of_speech,languages,linguistics",True
ADOLESCING,"Growing up and maturing, but not quite grown yet",False,True,False,"development,stages,biology,growth,personal,changes",True
ADONIST,"I'm a rare term for an admirer or follower, but not of any common deity. Who am I",True,False,False,"religion,social_roles",True
ADOPTER,One who legally takes someone else's child into their family as if they were their own,False,True,False,"family,law,legal,parenthood",True
ADORABLY,A child's delightful giggle.,False,True,False,"emotion,adverb",True
ADORNER,One who decorates with grace and style,False,True,False,"architectural,art,historical",True
ADOXIES,What's lacking in common adages,False,True,True,"idioms,proverbs,sayings",True
ADREAD,"I'm a prefix meaning 'to be terrified,' often used in literature to describe someone's fear.",False,True,False,"prefixes,language,literature",True
ADRENINE,"A hormone that increases heart rate and energy, or the excitement felt when facing a challenge.",False,True,False,"hormone,body_function,type,emotion",True
ADRIP,A bird's silent melody,False,True,False,"bird,noise,sound,vocalization",True
ADSCENDENT,A celestial body or person that rises above others in position or rank.,True,False,False,"astronomy,religion,social_status",True
ADSORBATE,What chemists call a substance that adheres to surfaces,True,False,False,"chemistry,jargon,scientific,technical",True
ADTEVAC,A cleansing process to purify oneself,False,True,False,"health,medicine,nutrition,beauty,fashion",True
ADULLAM,"A hidden refuge, not often sought out, where one might find solace from worldly cares.",True,False,False,"Biblical,Historical,Places,Refuges",True
ADULTERESS,She who strays from marital vows in secrecy,False,True,False,"morals,relationships,social_behavior",True
ADUMBRANT,What silently casts a shadow in the dark,True,False,False,"verb,esoteric,language,linguistics",True
ADUST,I'm a verb that means to burn or scorch something completely.,True,False,False,"verbs,scorching,burning,destroying",True
ADVANCIVE,"Starting with A, it's a rare word meaning forward-looking or progressive.",True,False,False,"adjectives,scientific,esoteric",True
ADVENT,"A journey or adventure, usually with a spiritual or seasonal meaning",False,True,False,"religion,christianity,holidays,seasonal,culture,calendar",True
ADVENTUREFUL,On a quest for excitement and thrills,False,True,False,"adjectives,descriptive words,narrative,synonyms:exciting,thrilling",True
ADVERB,"Word that modifies verbs, always in lowercase",False,True,False,"grammar,parts of speech,language,syntax,punctuation",True
ADVERSE,What's an opposite reaction,False,True,False,"adjectives,opposites,english-grammar,medical",True
ADVERTENTLY,"Acting with intention, not by accident",False,True,False,"adverbs,language,grammar,word formation",True
ADVERTIZES,One who paid to promote their goods or services in the past tense.,False,True,False,"verb,archaic,marketing,promotion,advertising",True
ADVISEMENTS,What you might seek from a wise elder or trusted friend,False,True,False,"idioms,proverbs,life_advice,counsel",True
ADVOCACIES,"What you might find in a courtroom, advocating on behalf of others",True,False,True,"legal,jargon,social_justice,activism",True
ADVOWSANCE,"A legal term with a unique meaning, rarely used in modern English.",True,False,False,"legal,historical,esoteric",True
ADZOOKS,A cryptic reference to a type of fishing lure,False,True,False,"fishing,crafts,language",True
AECIOTELIA,What do you call a hotel with no guests,False,False,True,"hotel,accommodation,vacancy,business",True
AEDILITIAN,"A rare adjective meaning relating to aediles, minor magistrates in ancient Rome.",True,False,False,"government,historical,latin,roman",True
AEGER,"Across, across the sea, where ancient gods once reigned.",False,True,False,"geography,history,mythology",True
AEGITHALOS,A tiny songster with a long tail and tufted cheeks,True,False,False,"birds,nests,ornithology,european wildlife,tiny size,outstanding feathers,long tail",True
AELUROPODOUS,What animal has a name that means 'old cat foot',True,False,False,"animals,zoology,cats,odd_names",True
AEOLIGHT,"A rare, invisible wind that carries sound across vast distances in the night sky.",True,False,False,"mythology,sound,weather",True
AEOLUS,"The Greek god of the winds, master of four directions",True,False,False,"mythology,weather,gods,winds",True
AER,An aviation-related term often associated with airports and flight plans,True,False,False,"aviation,transportation,symbols,acronyms",True
AERIAL,"Above ground, it's a view from the sky.",False,True,False,"geography,photography,type of shot or image",True
AERIFY,"To turn something into air, you might need a powerful fan...",True,False,False,"science,physics,aerospace",True
AEROBEE,I'm a bee that loves to fly in the open air.,False,True,False,"bees,nature,insects,science",True
AEROBRANCHIATE,"Fish that are not fish at all, but fly through the air instead!",True,False,False,"fish,flight,maritime,puzzles",True
AERODROME,"An airfield where airplanes take off and land, a technical term in aviation",True,False,False,"air travel,aviation,civil engineering,geography,transportation",True
AEROFOILS,"Air travel's silent saviors, not just for birds",True,False,True,"aviation,aerodynamics,single-word,noun,technology",True
AEROGRAPHICAL,"Referring to something related to both air and graphics, like aerial map illustrations.",True,False,False,"aeronautics,graphics,illustration,mapping,technical_terms",True
AEROLITICS,What's the study of meteorites from outer space,True,False,False,"meteorology,space,science,astronomy",True
AEROMETRY,What is the study of the movement and distribution of air,True,False,False,"meteorology,science,atmospheric,sustainability,environmental,climate",True
AERONOMIES,What do you study when examining the upper atmosphere's unique characteristics,True,False,True,"geology,atmospheric_science,meteorology",True
AEROPHILIC,What am I I love flying in the sky.,True,False,False,"noun,adjective,aerospace,popular culture",True
AEROPLANKTON,What do you call flying organisms suspended in Earth's atmosphere,True,False,True,"biological,ecology,microbiology,aeronautics,synonyms",True
AEROSOLIZING,"Transforming into a cloud of airborne particles, without the help of clouds themselves",True,False,False,"chemistry,air_quality,aerosol_technology",True
AEROTONOMETRIC,An aviation term describing measurements of the Earth's shape and size from a plane.,True,False,False,"aviation,geodesy,science",True
AESCULACEOUS,"Starting with A, it's a tree that's quite unique.",True,False,False,"botany,suronyms,names,trees",True
AESTHETE,"A person who appreciates beauty and artistic creativity, but not in a traditional artist's sense",False,True,False,"personality,type,art,culture,social",True
AESTIVE,"What's the adjective form of 'aestivation', a term related to animals hibernating during hot weather",True,False,False,"biology,jargon,vocabulary",True
AETHERIC,"Of an ethereal nature, transcending physical reality.",True,False,False,"spiritual,mystical,paranormal,esoteric,synthetic,vaporwave,ethereal",True
AETIOTROPIC,What kind of growth patterns always face east,True,False,False,"botany,geography,sunlight,orientation,directions",True
AFARA,A unique word meaning 'outside' in certain Pacific Island cultures,True,False,False,"languages,ethnology,cultures,polyesian",True
AFFABLY,"A social butterfly's charm, not a harsh fable",False,True,False,"adjectives,social,behavior,personality",True
AFFECTIBILITY,What quality makes something able to be influenced or acted upon,True,False,False,"psychology,interpersonal dynamics,sociology",True
AFFECTLESS,"Without emotional impact, like a monochrome painting",False,True,False,"adjectives,descriptive languagewords,painting description",True
AFFETTUOSO,A unique breed of dog known for its affectionate nature,False,True,False,"breeds,dogs,pets,domestic_animals",True
AFFIDAVY,"A sworn statement of fact, often used in legal proceedings",False,True,False,"legal,documentation,official,personal,real_estate",True
AFFING,A unique slang term used to express strong disbelief or surprise,False,False,False,"slang,expressions,idomatic_expressions",True
AFFIRMATIVE,A positive response; it's yes!,False,True,False,"adjectives,social,communication",True
AFFIXES,These are letters added to the beginning or end of a word,False,True,True,"grammar,language,parts-of-speech,word-formation",True
AFFLICTIVE,Causing mental or emotional distress,False,True,False,"adjectives,emotional,psychological,mood,state",True
AFFORDABLE,A price that doesn't break the bank,False,True,False,"finance,economics,budgeting,personal_finance,consumer_trends",True
AFFRAY,A brawl gone viral,True,False,False,"violence,crime,social_media,internet,culture,slang",True
AFFRICATION,A process of removing dirt or impurities,True,False,False,"chemistry,cleaning,manufacturing,processes",True
AFFRONTINGLY,"Acting in a highly insulting manner, as if constantly giving offenses.",False,True,False,"adverbial,humorous,critical,provocative",True
AFGHANETS,I'm a unique insect found in Afghanistan and Iran. You won't find me anywhere else!,True,False,False,"insects,geography",True
AFLATUS,It's a buzz in the air that might just be a sign of something gone awry.,True,False,False,"science,biology,insects",True
AFOREMENTIONED,Hinting at something previously discussed or mentioned.,False,True,False,"adjectives,language,grammar",True
AFREET,"A jinn of smoke and fire, feared by many",True,False,False,"Arabian mythology, supernatural beings, Islamic folklore, Middle Eastern literature, Persian mythology",True
AFRIKANDER,A person from South Africa who speaks Afrikaans,False,True,False,"ethnicity,language,culture,South_Africa",True
AFT,"What's behind you, but not after you",False,True,False,"directions,nautical",True
AFTERBURNERS,What do fighter jets use to increase speed beyond normal limits,True,False,True,"aerospace,aviation,fighter_jets,speed_increasers,technology",True
AFTERCURE,What comes after the initial beauty treatment,False,False,True,"beauty,skin care,products,treatments",True
AFTEREYE,"What follows in sight, often seen in fashion",False,True,False,"fashion,clothing,retail,accessories,eyewear,optometry,vision",True
AFTERGROWTH,What comes later on in life,False,True,False,"biology,gardening,natural_processes",True
AFTERLIFETIME,What comes next for those who believe in reincarnation,False,True,False,"religion,belief,rebirth,cycle,spirituality,symbolism",True
AFTERNOONS,What comes between noon and nights,False,True,True,"time,seasons",True
AFTERSEND,What comes after a signature in writing,False,True,False,"types,language,printing,publishing",True
AFTERSTORM,What follows a storm's end,False,True,False,"weather,nature,seasons",True
AFTERTIMES,"What comes after midnight, but rarely at a theatre",False,True,True,"time,phrases,jargon",True
AFTERWITTED,Having someone else's wit after they've spoken,True,False,False,"linguistics,wordplay,puns,jingles,rhymes",True
AFWILLITE,A rare mineral with a unique name...,True,False,False,"minerals,geology,rare,scientific,names",True
AGAL,A programming construct used to gather variables,True,False,False,"programming,assembly,low-level,coding,assembly-language",True
AGALWOODS,A type of fragrant wood used in high-end furniture and luxury goods.,False,True,True,"woods,materials,furniture,fragrance,luxury,decorative arts",True
AGAMOGONY,A rarely used term referring to the legal dissolution of a marriage without children involved.,True,False,False,"law,marriage,legal,terminology",True
AGAPEICALLY,"Acting in a selfless and loving manner, like a parent's affection for their child.",False,True,False,"love,parenting,sacrifice,selflessness",True
AGARICIC,"A type of fungi found in the wild, not commonly found in kitchens",True,False,False,"mycology,nature,botany,sustainability",True
AGASTRIC,I'm an adjective meaning 'belonging to the belly' in a literal sense.,True,False,False,"medical,human anatomy",True
AGATHOLOGY,"A collection of the best stories, often a literary work by Nathaniel Hawthorne.",False,True,False,"literature,historical,fiction",True
AGBA,It's an acronym for a type of water reservoir in Nigeria.,True,False,False,"geology,water-resources,nigeria",True
AGELACRINITIDAE,"A family of extinct flightless birds from New Zealand, once thought to be a type of moa.",True,False,False,"birds,evolution,paleontology,extinct,New_Zealand",True
AGENDUMS,What's the plural form of a plan or schedule,False,True,False,"plural,nouns,planning,organization,schedules,lists",True
AGENTIVAL,"A term used in grammar, describing words that function as both subjects and predicates",True,False,False,"grammar,linguistics,language,technical,jargon",True
AGGADIC,A rare term referring to something of great importance,True,False,False,"rare,important,significant,esoteric,special,unique",True
AGGLOMERATING,"I'm a verb meaning to cluster together, forming a ball or mass gradually.",True,False,False,"verb,scientific,chemistry,physics",True
AGGLUTININS,Proteins that clump together,True,False,True,"biology,chemistry,molecules,proteins",True
AGGRANDISER,The act of enhancing someone's reputation or status,False,True,False,"verb,language,social,psychology",True
AGGRAVATINGLY,Annoyingly intensifying the irritation level,False,True,False,"adverbs,language,intensifiers,emotions,communication",True
AGGREGATOR,A device that collects and assembles data from various sources,True,False,False,"computers,technology,data_processing,electronics,software,hardware,Internet",True
AGGRIEVE,To cause distress or suffering to someone,False,True,False,"emotion,legal,psychology,social interaction",True
AGHLABITE,It's a rare mineral found in only one place on Earth.,True,False,False,"minerals,geology,sciences",True
AGIN,"Starting a phrase you've said before, without adding new meaning.",False,True,False,"grammar,parts_of_speech,spoken_language,written_language",True
AGITABILITY,What you lack when your temper flares,False,True,False,"emotions,psychology,social_skills",True
BASIPODITE,A person who is at the bottom of a social hierarchy,True,False,False,"social_status,hierarchy,social_science",True
BASTS,A colloquial term for a person who avoids responsibility or work.,False,True,False,"slang,avoidance,responsibility,work",True
BATOID,"A fish that's not quite a shark, but swims with a similar grace",True,False,False,"fishes,sharks,marine_biology",True
BAULEA,"In maritime history, a vessel's part that wasn't its main mast or sail",True,False,False,"nautical,maritime,historical,vocabulary",True
BEACHCOMB,"I scour sandy shores seeking treasures, not in a store.",False,True,False,"noun,collecting,activities,outdoor,recreational,hobbies,summer,vacation,seashore,coastal",True
BEARDER,One who cultivates facial hair,False,True,False,"people,hairstyles,men's_style,grooming,facial_hair",True
BEBANNERED,A term that sounds like an odd way to cover yourself in flags.,False,False,True,"flags,odd terminology,social media",True
BECOMES,It's a verb that means to change from one state or condition to another.,False,True,False,"verbs,language,morphology,changes,state,condition",True
BEDFORDSHIRE,A county in southern England known for its charming villages and picturesque countryside.,False,True,False,"geographical,english-counties,europe,countryside,villages",True
BEDTICKS,What do you use to brush your hair,False,True,True,"home,furniture,bedroom,clothing,care,hygiene",True
BEETROOT,"It's a deep red vegetable, often used in salads and juices.",False,True,False,"vegetable,cuisine,nutrition,botany,color,medicine",True
BEGEMMING,A rare term describing the initial phase of a process,True,False,False,"geology,chemistry,mining,metallurgy",True
BEHAVER,What's the key to a harmonious social dynamic,False,True,False,"psychology,sociology,animal,biology,humanities,personality,ethics,education,communication,science",True
BELAH,A rare tree found in dense forests,True,False,False,"botany,forestry,rare_trees,esoteric",True
BELLEROPHON,"The hero who rode a horse to the edge of the world, as told in Greek mythology",True,False,False,"mythology,historical,characters,legendary,heroic",True
BELUGA,"An aquatic mammal that's not a whale, yet still belongs to the whale family.",False,True,False,"mammals,marine_life,cetaceans,wildlife",True
BENDER,A machine that bends metal sheets into desired shapes,True,False,False,"machine,manufacturing,engineering,metalworking,technical",True
BENSELL,"A misspelling of 'bless', used in a humorous or sarcastic manner.",False,True,False,"spelling,humor,sarcasm",True
BEOTHUKAN,"I am an extinct people from Newfoundland, once feared by settlers",True,False,False,"aboriginal peoples,extinct cultures,North America history",True
BERGHAAN,"A Dutch footballer who plays as a forward, known for his quick feet and dribbling skills.",False,False,False,"football,sports,people,Dutch",True
BERYLLOID,Like a gemstone but not quite...,True,False,False,"geological,minerals,gems,crystals",True
BESMOOTHED,A digital artist's way to make an image appear smoother and more even.,True,False,False,"computers,graphics,imaging,digital_art,editing",True
BESTIARIST,A scholar of beasts,True,False,False,"scholar,animals,literature,historical,esoteric",True
BETISES,A foolish act or statement; an error or mistake.,False,True,True,"noun,idiom,mistake,foolishness",True
BEWEARIED,"Feeling exhausted from too much work, like a tired old mule.",False,True,False,"tiredness,exhaustion,emotions,moods,state-of-being",True
BHISTIES,"Those who hunt with bows and arrows, but not in a literal sense.",False,True,False,"archery,hunting,sports",True
BIBLIOPHILIST,"A book lover, especially one who collects or reads books extensively.",False,True,False,"noun,bookworm,reader,collections,enthusiast,hobby",True
BICYCLES,"A two-wheeled vehicle propelled by human power, often used for recreation and transportation.",False,True,True,"transportation,recreation,human-powered,vehicles,sports,travel",True
BIFURCAL,"A bird's forked tail, not easily split or divided.",True,False,False,"bird,anatomy,tail,fly,aviary",True
BILATERALISTIC,Symmetrical in both directions,True,False,False,"geometric,symmetry,adjective,scientific,esoteric",True
BILLYCANS,Containers once used to store milk cans,False,True,True,"containers,food,historical",True
BINOCS,"Glasses with two lenses, used for more than just seeing",False,True,True,"vision,tools,optics,spectacles",True
BIOMASSES,A collection of organic matter used as fuel,True,False,True,"energy,environment,sustainability,biofuels",True
BIPARTIENT,"Divided in two parts, but not necessarily equal",True,False,False,"mathematics,statistics,probability,diversity,elections",True
BIRETTA,"A headdress worn by Catholic clergy, often adorned with pearls and gold",False,True,False,"clothing,religion,catholic,church,headwear",True
BISINUATION,A technical term meaning the process of becoming twice as much.,True,False,False,"mathematics,numbers,technicalterms",True
BITTERBLAIN,A disease causing foul-smelling scabs,False,True,True,"diseases,scars",True
BLACKBALL,"What's placed in a void, but not a hole",False,True,False,"sports,games,maritime",True
BLADEWISE,"Like a sharp sword, not just a dull chisel",False,False,False,"weapons,language,sword-types",True
BLASTIES,These tiny creatures thrive in volcanic environments,False,False,True,"biology,volcanology,geology,minerals,sulfur,acidic,extremophiles",True
BLEAREYED,"Having eyes that are blurred or dim with tears, often from sadness or crying.",False,True,False,"mood,state,emotions,physical_descriptions,senses",True
BLETTING,"Lasting a short time, but not in a good way.",False,True,False,"negative,short-lived,time",True
BLOCKADERS,"They surround and prevent access, like a barricade of ships or vehicles.",False,True,True,"military,nautical,vehicles,blockades,barricades,obstacles",True
BLOOP,"It's a sound whales make, but not in an orchestra's repertoire.",False,True,False,"animals,music,sounds,marine_life",True
BLUEBLOOD,"What rhymes with 'new blood', but refers to those of high social status",False,True,False,"social_status,historical,aristocracy",True
BLUSH,It's a sudden redness of the face from embarrassment or shyness,False,True,False,"emotion,skin,color,human_body",True
BOBBYSOCKS,A type of legwear that's not just any old socks.,False,True,True,"clothing,fashion,textiles,garments",True
BODYWORK,"A therapeutic technique using touch, not an anatomical term",False,True,False,"health,massage,wellness,bodywork,alternative-medicine,touch-therapy",True
BOISTOUSNESS,A boisterous display of loud and rowdy behavior.,False,True,False,"noun,behavior,type,adjective",True
BOLTMAKER,"Craftsman who creates bolts, but is this a common English term",False,True,False,"craftsmanship,machinist,manufacturing,engineering,tool-making",True
BONDSMEN,Servants bound by loyalty and obligation,False,True,False,"people,history,vassals,servitude,feudal_system,medieval_times",True
BOOD,"A silly way to spell 'good', but not found in any dictionary",False,False,False,"slang,misspellings",True
BOONDOGGLED,"Confused and bewildered, like a lost puppy",False,True,False,"confusion,bewilderment,emotions,surprise,amusement",True
BORDEAUX,It's a city in France known for wine and reds,False,True,False,"cities,wine,red,France",True
BORUSSIAN,"A supporter of Boro, not a Russian, in soccer terms",False,True,False,"soccer,sports",True
BOTHERS,Annoys or troubles multiple individuals simultaneously,False,True,True,"verb,irregular,social,interpersonal,dynamics,relations",True
BOUGAINVILLIA,"It's a flowering plant often used in landscaping, named after a French admiral.",False,True,True,"botany,flora,ornamental_plants,landscape_design,naming_phrases,historical_figures",True
BOURSES,What's a type of pocket with a unique spelling,False,True,True,"clothing,plurals,pockets",True
BOWN,A type of rock that's not a bow but still bends,False,True,False,"geology,rocks,minerals,science,natural sciences",True
BRACCIANITE,"A rare, deep-blue variety of glass from Bracciano, Italy.",True,False,False,"minerals,cultures,artifacts,historical",True
BRACONID,"A fly in the ointment, but not for good reasons",True,False,False,"insects,disease,pests,biology",True
BRAIDISM,A hairstyle or hairdo that's not a common style,False,True,False,"hairstyles, fashion, uncommon, definitions",True
BRANCHIPODIDAE,Crabs with two branches on their first antenna,True,False,True,"zoology,crustaceans,arthropods,marine_life,mollusks,invertebrates",True
BRATTICE,"A legal term for a young person's property, not common English nor a technical word",False,False,True,"legal,young_persons,property",True
BREADS,"A variety of baked goods made from flour, water, yeast, and salt that are often eaten for breakfast.",False,True,True,"food,cuisine,baking,pastry,comestible,sustenance,edible,nourishment",True
BREECHES,What's a type of pants that's not quite full-length,False,True,True,"clothing,pants,apparel,garments,vocabulary",True
BRIARY,"I am a word describing an area with many trees, but rarely used in common English.",True,False,False,"forestry,botany,sylviculture,ecology,zoology,arboriculture",True
BRIEFLESSNESS,"Without a lawyer's help, you're lost in court",False,True,False,"law,courts,legalese,jargon",True
BRIQUE,"A small, compressed unit of coal or charcoal, often used in metalworking.",False,False,True,"material,energy,metalsmithing,fuel",True
BROADSPREAD,"I'm a long word that means spread far and wide, but not in a way that's common knowledge.",False,True,False,"geography,vocabulary,language",True
BROMIC,"Like the bond between best friends, but not romantic",True,False,False,"friendship,social,bond,type",True
BRONTOLITH,"A type of meteorite, rare and hard to spot in a crossword puzzle",True,False,False,"meteorites,solar_system,geology,science,astrophysics",True
BROWBEAT,To intimidate or bully someone using one's authority or superior position.,False,True,False,"verb,authority,psychology,social interactions",True
BRUNONIAN,"A term seldom heard, but Brunel's legacy endures.",True,False,True,"engineering,maritime,historical,technical",True
BUBBLEBOW,A whimsical garment that puffs and billows like a gentle breeze through a glass of champagne,False,True,False,"clothing,fashion,imagery,descriptive,unique,quirky,costume,creative,artistic,detailed",True
BUCKRAS,"A unique type of fabric from Rajasthan, India",False,True,False,"textiles,clothing,Indian_culture,south_asian",True
BUFFOS,"A group of these people might be described as a herd of buffaloes, but watch out for imposters!",False,True,True,"social_behavior,personality_types,humorous_terms",True
BULGER,"A type of dish made with oats and butter, often associated with Scotland",False,True,False,"food,culture,Scotland",True
BULLPOUT,A bull that's also an outlet,False,False,True,"zoology,electronics,fictional",True
BUMWOOD,"A tree with a funny name, rotting in the sun can cause some shame.",False,True,False,"trees,botany,natural_resources,puns",True
BUPHAGA,A genus of bird known for its unique appearance and call,True,False,False,"ornithology,aviifauna,unique_calls,Distinctive_appearance",True
BURGUL,A type of cracked wheat used in Middle Eastern dishes,False,False,False,"grains,food,cuisine,MiddleEastern,dishes",True
BURROWER,"A creature that digs and lives in tunnels, not often seen above ground",False,True,False,"animals,mammals,rodents",True
BUSHWOOD,A place where two men named Marty go on an adventure in the future,False,False,False,"film,humorous,location",True
BUTTERBACK,A shellfish with a name that's both sweet and back.,False,True,True,"food,animals,mollusks,marine_life",True
BUXEOUS,"Curvy and full-bodied, like a lush landscape.",False,True,False,"adjectives,physical_appearance,body_shape,type_of_beauty",True
BYRTHYNSAK,"A cryptic term that's seldom seen, a unique name, not commonly known.",True,False,False,"unusual names,names,cryptozoology",True
